id,letter,case,font,size,width,height,weight,density,x_center,y_center,x_rel_center,y_rel_center,x_axial,y_axial,x_rel_axial,y_rel_axial,orientation_angle
24,слово_титло,lower,original,uni_size,14,67,209.03529411764706,0.22285212592499687,30.803935914753115,5.597797538646256,0.4597602375336286,0.39984268133187545,3210.785025219753,53919.74876174544,0.0734804807691346,1.233981419136846,-0.14139542766167765
25,слово_титло,lower,original,uni_size,14,48,116.71764705882352,0.17368697478991596,21.16947216342439,5.160434096025266,0.4410306700713415,0.3686024354303762,2261.7761850646248,11310.749734932106,0.16602618134214756,0.8302680870936083,-0.22638478629666753
26,слово_титло,lower,original,uni_size,14,37,228.9529411764706,0.4419940949352714,16.40182929962489,5.792473836562012,0.44329268377364567,0.41374813118300086,4156.594560799158,15415.353273061959,0.07929489184679127,0.29407697880750583,-0.16713066643601202
27,т_титло,lower,original,uni_size,7,20,91.78823529411764,0.6556302521008402,9.01350081175767,2.5701102281466297,0.4506750405878835,0.3671586040209471,306.37823182592695,2506.900916641116,0.03636502285945129,0.29755217463305095,-0.09100284275694911
28,т_титло,lower,original,uni_size,15,45,143.4392156862745,0.2125025417574437,26.715640976569976,6.362140142712634,0.5936809105904439,0.4241426761808423,2157.6513398808956,15180.930909009036,0.10486859839987213,0.7378406869577706,-0.023386084734431056
29,т_титло,lower,original,uni_size,9,20,118.7764705882353,0.6598692810457517,9.87074088748019,3.3054344955097728,0.4935370443740095,0.36727049950108587,573.0408842432906,3542.8272571548428,0.04061858367141541,0.2511245346274785,-0.020981097858588146
30,т_титло,lower,original,uni_size,17,41,212.3294117647059,0.3046333023883872,21.10872857565011,6.355514923167848,0.5148470384304905,0.3738538190098734,4357.77918919193,17125.305548529992,0.09665958081048451,0.3798551472451552,-0.1425596174589645
31,титло,lower,original,uni_size,5,32,92.88627450980393,0.5805392156862745,14.545849869120998,1.275014776661319,0.4545578084100312,0.2550029553322638,139.06099507775752,6949.865517812292,0.01611766941068723,0.8055144061222799,-0.015300008819328937
32,титло,lower,original,uni_size,6,24,78.0,0.5416666666666666,11.29894419306184,1.586626445449975,0.4707893413775767,0.26443774090832917,119.00095150780272,2791.892069913939,0.019559656723833453,0.4588908727669196,0.04052639146997508
33,титло,lower,original,uni_size,7,28,82.05490196078432,0.41864745898359346,12.812081819919708,2.059023131332441,0.45757435071141817,0.29414616161892015,188.3612016972723,5086.3964930036245,0.02797579201885399,0.7554420397168148,-0.11994444816156276
34,титло,lower,original,uni_size,5,26,65.96078431372548,0.5073906485671191,13.414803804994058,1.4752080856123664,0.5159539924997715,0.2950416171224733,85.24181086941317,3446.991819029633,0.019592102544051065,0.7922616436480052,0.006539723522876324
35,титло,lower,original,uni_size,6,30,84.00392156862745,0.4666884531590414,14.349656878763831,1.8684935343821483,0.4783218959587944,0.3114155890636914,140.34724033864515,6506.051254815917,0.01988862484959827,0.9219733309117447,-0.07503827704967038
36,у_титло,lower,original,uni_size,19,44,200.05490196078432,0.23930012196266068,20.192025718430234,7.546536244952366,0.45890967541886896,0.3971861181553877,4654.2314625666,16783.79967083238,0.11629193125042253,0.4193647207148056,0.04911082732459039
37,у_титло,lower,original,uni_size,19,45,180.17254901960783,0.21072812750831324,26.242773811596727,8.64600383075048,0.5831727513688162,0.4550528331973937,4085.1161031502975,15689.820003550783,0.12584244813716136,0.48332662040024116,-0.1395770419933255
38,херъ_титло,lower,original,uni_size,20,71,285.84313725490193,0.20129798398232532,25.886088626697767,8.207902318562217,0.3645927975591235,0.41039511592811084,8073.378228488267,56421.45566222537,0.09880974069151681,0.6905398515518718,-0.11285479452655747
39,херъ_титло,lower,original,uni_size,24,44,226.21568627450978,0.21421939988116456,21.63063188003814,10.705053306752191,0.49160527000086685,0.4460438877813413,9327.834419455223,22861.054405756753,0.1822784786422775,0.4467358692118645,0.015331910892832142
40,херъ_титло,lower,original,uni_size,22,76,405.99607843137255,0.24282062107139507,30.987713587497222,9.280491456500112,0.4077330735197003,0.4218405207500051,14591.018857234092,85633.923026209,0.08852010927025467,0.51951987024966,-0.08878945652065376
